,permno,namedt,nameenddt,shrcd,exchcd,siccd,ncusip,ticker,comnam,shrcls,permco,hexcd,cusip,st_date,end_date,namedum,s_date,e_date
21722,22326,2021-11-22,2023-06-11,11,3,9999,61240F10,MTRY,MONTEREY BIO ACQUISITION CORP,,58869,3,61240F10,2021-11-22,2023-11-20,2.0,2021-11-22,2023-11-20
21723,22326,2023-06-12,2023-11-20,11,3,9999,61240F10,MTRY,MONTEREY INNOVATION ACQ CORP,,58869,3,61240F10,2021-11-22,2023-11-20,2.0,2021-11-22,2023-11-20
21724,22327,2021-11-12,2023-12-29,31,3,9999,62857X10,MYNA,MYNARIC A G,,58968,3,62857X10,2021-11-12,2023-12-29,2.0,2021-11-12,2023-12-29
21725,22328,2021-11-05,2023-01-29,12,3,9999,N5436L10,MYNZ,MAINZ BIOMED B V,,58969,3,N5436L10,2021-11-05,2023-12-29,2.0,2021-11-05,2023-12-29
21726,22328,2023-01-30,2023-12-29,12,3,9999,N5436L10,MYNZ,MAINZ BIOMED N V,,58969,3,N5436L10,2021-11-05,2023-12-29,2.0,2021-11-05,2023-12-29
21727,22329,2021-11-30,2022-12-21,12,3,9999,Y6430L10,OP,OCEANPAL INC,,58973,3,Y6430L20,2021-11-30,2023-12-29,2.0,2021-11-30,2023-12-29
21728,22329,2022-12-22,2023-06-07,12,3,9999,Y6430L16,OP,OCEANPAL INC,,58973,3,Y6430L20,2021-11-30,2023-12-29,2.0,2021-11-30,2023-12-29
21729,22329,2023-06-08,2023-12-29,12,3,9999,Y6430L20,OP,OCEANPAL INC,,58973,3,Y6430L20,2021-11-30,2023-12-29,2.0,2021-11-30,2023-12-29
21734,22332,2021-11-26,2023-12-29,11,3,9999,71902K10,PBAX,PHOENIX BIOTECH ACQ CORP,A,58876,3,71902K10,2021-11-26,2023-12-29,2.0,2021-11-26,2023-12-29
21735,22333,2021-11-11,2023-12-29,11,3,9999,49382L10,PIK,KIDPIK CORP,,58974,3,49382L10,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21736,22334,2021-11-05,2023-12-29,11,3,9999,75601G10,RGF,REAL GOOD FOOD CO INC,A,58975,3,75601G10,2021-11-05,2023-12-29,2.0,2021-11-05,2023-12-29
21737,22335,2021-11-29,2023-10-11,11,3,9999,80821210,SAMA,SCHULTZE SPEC PUR ACQ CORP II,A,58887,3,80821210,2021-11-29,2023-10-11,2.0,2021-11-29,2023-10-11
21738,22336,2021-11-09,2022-10-20,11,3,9999,79956P10,SANB,SANABY HEALTH ACQ CORP I,A,58888,3,79956P10,2021-11-09,2022-10-20,2.0,2021-11-09,2022-10-20
21739,22337,2021-11-09,2022-08-05,73,3,6726,19423L56,SARK,COLLABORATIVE INV SERIES TRUST,,56779,3,19423L56,2021-11-09,2022-08-05,2.0,2021-11-09,2022-08-05
21740,22338,2021-11-17,2023-07-20,12,3,9999,N8140910,SEV,SONO GROUP N V,,58976,3,N8140910,2021-11-17,2023-07-20,2.0,2021-11-17,2023-07-20
21741,22339,2021-11-05,2022-12-16,11,3,6799,82633210,SIER,SIERRA LAKE ACQUISITION CORP,A,58744,3,82633210,2021-11-05,2022-12-16,2.0,2021-11-05,2022-12-16
21742,22340,2021-11-01,2023-09-27,12,3,9999,G8136V10,SLVR,SILVERSPAC INC,A,58745,3,G8136V10,2021-11-01,2023-09-27,2.0,2021-11-01,2023-09-27
21743,22341,2021-11-16,2023-12-19,11,3,9999,84921J10,SMAP,SPORTSMAP TECH ACQUISITION CORP,,58892,3,45694810,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21744,22341,2023-12-20,2023-12-29,11,3,9999,45694810,MSAI,INFRARED CAMERAS HOLDINGS INC,,58892,3,45694810,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21745,22342,2021-11-09,2023-12-29,11,3,9999,83370P10,SOPA,SOCIETY PASS INC,,58979,3,83370P10,2021-11-09,2023-12-29,2.0,2021-11-09,2023-12-29
21746,22343,2021-11-09,2022-12-15,11,3,9999,86260J10,STRN,STRAN & CO INC,,58980,3,86260J10,2021-11-09,2023-12-29,2.0,2021-11-09,2023-12-29
21747,22343,2022-12-16,2023-12-29,11,3,9999,86260J10,SWAG,STRAN & CO INC,,58980,3,86260J10,2021-11-09,2023-12-29,2.0,2021-11-09,2023-12-29
21748,22344,2021-11-02,2023-12-29,11,3,9999,86882L20,SURG,SURGEPAYS INC,,58981,3,86882L20,2021-11-02,2023-12-29,2.0,2021-11-02,2023-12-29
21749,22345,2021-11-09,2023-12-29,11,3,9999,88422P10,TCBX,THIRD COAST BANCSHARES INC,,58984,3,88422P10,2021-11-09,2023-12-29,2.0,2021-11-09,2023-12-29
21750,22346,2021-11-22,2023-12-29,11,3,9999,87251T10,TGVC,T G VENTURE ACQ CORP,A,58985,3,87251T10,2021-11-22,2023-12-29,2.0,2021-11-22,2023-12-29
21751,22347,2021-11-11,2023-08-22,11,3,9999,88870510,TIVC,TIVIC HEALTH SYSTEMS INC,,58986,3,88870520,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21752,22347,2023-08-23,2023-12-29,11,3,9999,88870520,TIVC,TIVIC HEALTH SYSTEMS INC,,58986,3,88870520,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21753,22348,2021-11-19,2023-12-29,12,3,9999,87951230,TSAT,TELESAT CORP,A,58988,3,87951230,2021-11-19,2023-12-29,2.0,2021-11-19,2023-12-29
21759,22351,2021-11-11,2023-12-29,11,3,9999,92244V10,VAXX,VAXXINITY INC,A,58989,3,92244V10,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21760,22352,2021-11-19,2023-06-08,12,3,9999,G9525W10,WEJO,WEJO GROUP LTD,,58993,3,G9525W10,2021-11-19,2023-06-08,2.0,2021-11-19,2023-06-08
21761,22353,2021-11-17,2023-08-25,73,4,6726,00768Y35,PSDN,ADVISORSHARES TRUST,,53202,4,00768Y35,2021-11-17,2023-08-25,2.0,2021-11-17,2023-08-25
21762,22354,2021-11-18,2023-12-29,73,4,6726,02507233,AHYB,AMERICAN CENTURY E T F TRUST,,56215,4,02507233,2021-11-18,2023-12-29,2.0,2021-11-18,2023-12-29
21763,22355,2021-11-18,2023-03-12,11,1,7389,08369010,BACA,BERENSON ACQUISITION CORP I,A,58754,2,08369010,2021-11-18,2023-12-29,2.0,2021-11-18,2023-12-29
21764,22355,2023-03-13,2023-12-29,11,2,7389,08369010,BACA,BERENSON ACQUISITION CORP I,A,58754,2,08369010,2021-11-18,2023-12-29,2.0,2021-11-18,2023-12-29
21765,22356,2021-11-04,2023-05-18,11,1,3751,09077J10,BRDS,BIRD GLOBAL INC,A,58997,1,09077J20,2021-11-04,2023-09-22,2.0,2021-11-04,2023-09-22
21766,22356,2023-05-19,2023-09-22,11,1,3751,09077J20,BRDS,BIRD GLOBAL INC,A,58997,1,09077J20,2021-11-04,2023-09-22,2.0,2021-11-04,2023-09-22
21774,22359,2021-11-12,2023-12-07,11,1,6799,09216A10,BMAC,BLACK MOUNTAIN ACQ CORP,A,58789,1,09216A10,2021-11-12,2023-12-07,2.0,2021-11-12,2023-12-07
21775,22360,2021-11-02,2023-12-29,18,1,6798,12483087,CBL,C B L & ASSOCIATES PPTYS INC,,29993,1,12483087,2021-11-02,2023-12-29,2.0,2021-11-02,2023-12-29
21776,22361,2021-11-04,2023-12-29,11,1,3842,12763L10,CDRE,CADRE HOLDINGS INC,,58998,1,12763L10,2021-11-04,2023-12-29,2.0,2021-11-04,2023-12-29
21777,22362,2021-11-03,2023-12-29,18,1,6798,18270D10,CMTG,CLAROS MORTGAGE TRUST INC,,58999,1,18270D10,2021-11-03,2023-12-29,2.0,2021-11-03,2023-12-29
21778,22363,2021-11-17,2023-12-29,73,5,6726,19423L57,GHTA,COLLABORATIVE INV SERIES TRUST,,56779,5,19423L57,2021-11-17,2023-12-29,2.0,2021-11-17,2023-12-29
21779,22364,2021-11-03,2023-12-29,73,5,6726,19423L58,RULE,COLLABORATIVE INV SERIES TRUST,,56779,5,19423L58,2021-11-03,2023-12-29,2.0,2021-11-03,2023-12-29
21785,22367,2021-11-03,2023-12-29,73,5,6726,19423L61,MFUL,COLLABORATIVE INV SERIES TRUST,,56779,5,19423L61,2021-11-03,2023-12-29,2.0,2021-11-03,2023-12-29
21786,22368,2021-11-03,2023-12-29,73,5,6726,19423L62,MOHR,COLLABORATIVE INV SERIES TRUST,,56779,5,19423L62,2021-11-03,2023-12-29,2.0,2021-11-03,2023-12-29
21787,22369,2021-11-24,2023-12-29,11,2,1081,21077F10,CTGO,CONTANGO ORE INC,,59001,2,21077F10,2021-11-24,2023-12-29,2.0,2021-11-24,2023-12-29
21788,22370,2021-11-22,2023-04-05,11,1,6799,23324710,DMYS,DMY TECHNOLOGY GROUP INC VI,A,58792,1,23324710,2021-11-22,2023-04-05,2.0,2021-11-22,2023-04-05
21789,22371,2021-11-16,2023-12-29,73,4,6726,25434V84,DFNM,DIMENSIONAL E T F TRUST,,57539,4,25434V84,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21790,22372,2021-11-16,2023-12-29,73,4,6726,25434V85,DFIP,DIMENSIONAL E T F TRUST,,57539,4,25434V85,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21799,22375,2021-11-16,2023-12-29,73,4,6726,25434V86,DFSD,DIMENSIONAL E T F TRUST,,57539,4,25434V86,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21800,22376,2021-11-16,2023-12-29,73,4,6726,25434V87,DFCF,DIMENSIONAL E T F TRUST,,57539,4,25434V87,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21801,22377,2021-11-23,2023-02-17,73,4,6726,25460G45,TYNE,DIREXION SHARES E T F TRUST,,53101,4,25460G45,2021-11-23,2023-02-17,2.0,2021-11-23,2023-02-17
21802,22378,2021-11-12,2023-12-29,11,1,7389,25460L10,DSAQ,DIRECT SELLING ACQ CORP,A,58757,1,25460L10,2021-11-12,2023-12-29,2.0,2021-11-12,2023-12-29
21803,22379,2021-11-17,2023-12-29,73,5,6726,26922B77,MSMR,E T F SERIES SOLUTIONS,,54066,5,26922B77,2021-11-17,2023-12-29,2.0,2021-11-17,2023-12-29
21804,22380,2021-11-01,2022-11-16,11,1,6799,32070310,FLAG,FIRST LIGHT ACQ GROUP INC,A,58759,2,32070310,2021-11-01,2023-12-29,2.0,2021-11-01,2023-12-29
21805,22380,2022-11-17,2023-09-12,11,2,6799,32070310,FLAG,FIRST LIGHT ACQ GROUP INC,A,58759,2,32070310,2021-11-01,2023-12-29,2.0,2021-11-01,2023-12-29
21806,22380,2023-09-13,2023-12-29,11,2,6799,32070310,CLDI,CALIDI BIOTHERAPEUTICS INC,,58759,2,32070310,2021-11-01,2023-12-29,2.0,2021-11-01,2023-12-29
21813,22383,2021-11-18,2023-12-29,73,4,6726,33738D80,FSIG,FIRST TRUST E T F IV,,54104,4,33738D80,2021-11-18,2023-12-29,2.0,2021-11-18,2023-12-29
21814,22384,2021-11-04,2022-06-28,11,1,6799,37519U10,GIA,GIGCAPITAL5 INC,,58760,3,37519U10,2021-11-04,2023-12-29,2.0,2021-11-04,2023-12-29
21815,22384,2022-06-29,2022-08-21,11,1,6726,37519U10,GIA,GIGCAPITAL5 INC,,58760,3,37519U10,2021-11-04,2023-12-29,2.0,2021-11-04,2023-12-29
21816,22384,2022-08-22,2023-04-09,11,1,6799,37519U10,GIA,GIGCAPITAL5 INC,,58760,3,37519U10,2021-11-04,2023-12-29,2.0,2021-11-04,2023-12-29
21817,22384,2023-04-10,2023-04-25,11,0,6799,37519U10,,GIGCAPITAL5 INC,,58760,3,37519U10,2021-11-04,2023-12-29,2.0,2021-11-04,2023-12-29
21818,22384,2023-04-26,2023-12-29,11,3,6799,37519U10,GIA,GIGCAPITAL5 INC,,58760,3,37519U10,2021-11-04,2023-12-29,2.0,2021-11-04,2023-12-29
21819,22385,2021-11-11,2023-12-29,73,4,6726,38149W76,GREI,GOLDMAN SACHS E T F TRUST,,55415,4,38149W76,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21820,22386,2021-11-11,2023-12-29,73,4,6726,38149W77,GDOC,GOLDMAN SACHS E T F TRUST,,55415,4,38149W77,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21821,22387,2021-11-11,2023-12-29,73,4,6726,38149W78,GBUY,GOLDMAN SACHS E T F TRUST,,55415,4,38149W78,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21822,22388,2021-11-24,2023-12-29,44,1,6722,40170T10,GUG,GUGGENHEIM ACTIVE ALLO FUND,,59003,1,40170T10,2021-11-24,2023-12-29,2.0,2021-11-24,2023-12-29
21823,22389,2021-11-10,2023-12-29,73,5,6726,41653L88,HFGO,HARTFORD FUNDS E T TRUST,,55873,5,41653L88,2021-11-10,2023-12-29,2.0,2021-11-10,2023-12-29
21824,22390,2021-11-29,2023-07-11,11,1,6799,42032P10,HWKZ,HAWKS ACQUISITION CORP,A,58793,1,42032P10,2021-11-29,2023-07-11,2.0,2021-11-29,2023-07-11
21825,22391,2021-11-03,2022-06-21,73,4,6726,45259R20,NTZO,IMPACT SHARES TRUST I,,58521,4,45259R20,2021-11-03,2022-06-21,2.0,2021-11-03,2022-06-21
21826,22392,2021-11-17,2023-12-29,73,4,6726,46138G51,RSPE,INVESCO E T F TRUST II,,52902,4,46138G51,2021-11-17,2023-12-29,2.0,2021-11-17,2023-12-29
21827,22393,2021-11-10,2023-12-29,73,4,6726,46436E43,ELQD,ISHARES TRUST,,37493,4,46436E43,2021-11-10,2023-12-29,2.0,2021-11-10,2023-12-29
21828,22394,2021-11-02,2023-12-29,73,4,6726,46641Q15,JPIE,J P MORGAN E T F TRUST,,54917,4,46641Q15,2021-11-02,2023-12-29,2.0,2021-11-02,2023-12-29
21829,22395,2021-11-15,2023-11-29,11,1,6799,53808610,LOCC,LIVE OAK CRESTVIEW CLI ACQ CORP,A,58767,1,53808610,2021-11-15,2023-11-29,2.0,2021-11-15,2023-11-29
21830,22396,2021-11-22,2023-12-29,44,1,6733,67075010,NMAI,NUVEEN MULTI ASSET INCOME FUND,,59007,1,67075010,2021-11-22,2023-12-29,2.0,2021-11-22,2023-12-29
21831,22397,2021-11-16,2023-12-29,73,4,6726,80852466,SAEF,SCHWAB STRATEGIC TRUST,,53271,4,80852466,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21832,22398,2021-11-02,2023-12-29,73,4,6726,82889N76,HEQT,SIMPLIFY EXCHANGE TRADED FUNDS,,57311,4,82889N76,2021-11-02,2023-12-29,2.0,2021-11-02,2023-12-29
21833,22399,2021-11-01,2023-12-29,12,1,1081,83056P71,SKE,SKEENA RESOURCES LTD,,59009,1,83056P71,2021-11-01,2023-12-29,2.0,2021-11-01,2023-12-29
21834,22400,2021-11-05,2022-02-25,31,1,7374,83418T10,CIAN,CIAN PLC,,59010,1,83418T10,2021-11-05,2022-02-25,2.0,2021-11-05,2022-02-25
21835,22401,2021-11-19,2023-06-20,73,4,6726,84858T30,UVDV,SPINNAKER E T F SERIES,,56037,4,84858T30,2021-11-19,2023-06-20,2.0,2021-11-19,2023-06-20
21843,22404,2021-11-08,2023-12-29,73,4,6726,85521B75,RHTX,STARBOARD INVESTMENT TRUST,,58269,4,85521B75,2021-11-08,2023-12-29,2.0,2021-11-08,2023-12-29
21844,22405,2021-11-15,2023-03-30,73,4,6726,85521B76,AHHX,STARBOARD INVESTMENT TRUST,,58269,4,85521B76,2021-11-15,2023-03-30,2.0,2021-11-15,2023-03-30
21845,22406,2021-11-08,2023-12-29,73,4,6726,85521B77,RHRX,STARBOARD INVESTMENT TRUST,,58269,4,85521B77,2021-11-08,2023-12-29,2.0,2021-11-08,2023-12-29
21846,22407,2021-11-15,2023-12-29,73,4,6726,85521B78,AMAX,STARBOARD INVESTMENT TRUST,,58269,4,85521B78,2021-11-15,2023-12-29,2.0,2021-11-15,2023-12-29
21847,22408,2021-11-08,2023-03-30,73,4,6726,85521B79,AQGX,STARBOARD INVESTMENT TRUST,,58269,4,85521B79,2021-11-08,2023-03-30,2.0,2021-11-08,2023-03-30
21848,22409,2021-11-03,2023-12-29,73,4,6726,90290T86,GLDX,U S C F ETF TRUST,,55017,4,90290T86,2021-11-03,2023-12-29,2.0,2021-11-03,2023-12-29
21856,22412,2021-11-16,2023-12-29,73,4,6726,90470L52,OALC,UNIFIED SERIES TRUST,,56989,4,90470L52,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21857,22413,2021-11-17,2023-01-11,11,1,8748,91734E10,USER,USERTESTING INC,,59011,1,91734E10,2021-11-17,2023-01-11,2.0,2021-11-17,2023-01-11
21858,22414,2021-11-11,2023-12-29,73,4,6726,92189Y20,GMET,VANECK E T F TRUST,,50699,4,92189Y20,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21859,22415,2021-11-16,2023-12-29,73,5,6726,92189Y30,XBTF,VANECK E T F TRUST,,50699,5,92189Y30,2021-11-16,2023-12-29,2.0,2021-11-16,2023-12-29
21860,22416,2021-11-11,2023-12-29,11,1,7373,94724R10,WEAV,WEAVE COMMUNICATION INC,,59012,1,94724R10,2021-11-11,2023-12-29,2.0,2021-11-11,2023-12-29
21861,22417,2021-11-11,2022-12-12,11,2,5961,97265W10,WBEV,WINC INC,,59013,2,97265W10,2021-11-11,2022-12-12,2.0,2021-11-11,2022-12-12
21862,22418,2021-11-10,2023-12-29,12,1,7371,G2130710,CINT,C I & T INC,A,59015,1,G2130710,2021-11-10,2023-12-29,2.0,2021-11-10,2023-12-29
21863,22419,2021-11-26,2023-12-29,12,1,6799,G3167L10,NFYS,ENPHYS ACQUISITION CORP,A,58809,1,G3167L10,2021-11-26,2023-12-29,2.0,2021-11-26,2023-12-29
21864,22420,2021-11-29,2023-12-29,12,1,7389,G5415710,LCW,LEARN C W INVESTMENT CORP,A,58812,1,G5415710,2021-11-29,2023-12-29,2.0,2021-11-29,2023-12-29
21865,22421,2021-11-08,2022-12-20,12,1,6799,G8247211,FLYA,S O A R TECHNOLOGY ACQ CORP,A,58772,1,G8247211,2021-11-08,2022-12-20,2.0,2021-11-08,2022-12-20
21866,22422,2021-11-09,2023-12-29,12,1,2899,L7579L10,PRM,PERIMETER SOLUTIONS S A,,59021,1,L7579L10,2021-11-09,2023-12-29,2.0,2021-11-09,2023-12-29
21867,22423,2021-12-08,2023-12-29,11,1,1311,44952J10,CRGY,CRESCENT ENERGY CO,A,59022,1,44952J10,2021-12-08,2023-12-29,2.0,2021-12-08,2023-12-29
21868,22424,2021-12-09,2023-12-29,11,3,9999,41810010,HCP,HASHICORP INC,A,59023,3,41810010,2021-12-09,2023-12-29,2.0,2021-12-09,2023-12-29
21869,22425,2021-12-15,2023-12-29,11,1,5049,79589L10,IOT,SAMSARA INC,A,59024,1,79589L10,2021-12-15,2023-12-29,2.0,2021-12-15,2023-12-29
21870,22426,2021-12-30,2023-12-29,11,1,6799,25961D10,DOUG,DOUGLAS ELLIMAN INC,,59025,1,25961D10,2021-12-30,2023-12-29,2.0,2021-12-30,2023-12-29
21871,22428,2022-01-13,2023-07-26,73,4,6726,48817R50,RESI,KELLY STRATEGIC ETF TRUST,,59033,4,48817R50,2022-01-13,2023-11-30,2.0,2022-01-13,2023-11-30
21872,22428,2023-07-27,2023-11-30,73,4,6726,48817R50,RESI,STRATEGIC TRUST,,59033,4,48817R50,2022-01-13,2023-11-30,2.0,2022-01-13,2023-11-30
21879,22431,2022-01-13,2023-07-26,73,4,6726,48817R40,HOTL,KELLY STRATEGIC ETF TRUST,,59033,4,48817R40,2022-01-13,2023-11-30,2.0,2022-01-13,2023-11-30
21880,22431,2023-07-27,2023-11-30,73,4,6726,48817R40,HOTL,STRATEGIC TRUST,,59033,4,48817R40,2022-01-13,2023-11-30,2.0,2022-01-13,2023-11-30
21881,22432,2021-12-08,2022-07-26,73,5,6726,00214Q88,CTRU,ARK E T F TRUST,,55002,5,00214Q88,2021-12-08,2022-07-26,2.0,2021-12-08,2022-07-26
21882,22433,2021-12-29,2023-12-29,73,4,6726,00770X26,EATV,ADVISORS SERIES TRUST,,59027,4,00770X26,2021-12-29,2023-12-29,2.0,2021-12-29,2023-12-29
21883,22434,2021-12-16,2023-12-29,73,4,6726,00775Y71,RAYE,ADVISORS INNER CIRCLE FUND III,,58785,4,00775Y71,2021-12-16,2023-12-29,2.0,2021-12-16,2023-12-29
21884,22435,2021-12-16,2023-12-29,73,4,6726,00775Y72,RAYD,ADVISORS INNER CIRCLE FUND III,,58785,4,00775Y72,2021-12-16,2023-12-29,2.0,2021-12-16,2023-12-29
21885,22436,2021-12-09,2023-12-29,73,4,6726,03210875,QSWN,AMPLIFY ETF TRUST,,55546,4,03210875,2021-12-09,2023-12-29,2.0,2021-12-09,2023-12-29
21893,22439,2021-12-30,2023-01-31,11,1,6799,03752A10,APN,APEIRON CAPITAL INVESTMENT CORP,A,58995,1,03752A10,2021-12-30,2023-01-31,2.0,2021-12-30,2023-01-31
21894,22440,2021-12-10,2022-08-03,11,1,6799,04684M10,ACAQ,ATHENA CONSUMER ACQ CORP,A,58787,2,04684M10,2021-12-10,2023-10-19,2.0,2021-12-10,2023-10-19
21895,22440,2022-08-04,2023-01-30,11,1,6726,04684M10,ACAQ,ATHENA CONSUMER ACQ CORP,A,58787,2,04684M10,2021-12-10,2023-10-19,2.0,2021-12-10,2023-10-19
21896,22440,2023-01-31,2023-02-13,11,-1,6726,04684M10,ACAQ,ATHENA CONSUMER ACQ CORP,A,58787,2,04684M10,2021-12-10,2023-10-19,2.0,2021-12-10,2023-10-19
21897,22440,2023-02-14,2023-10-19,11,2,6799,04684M10,ACAQ,ATHENA CONSUMER ACQ CORP,A,58787,2,04684M10,2021-12-10,2023-10-19,2.0,2021-12-10,2023-10-19
21898,22441,2021-12-16,2023-12-29,73,4,6726,09290C80,BTHM,BLACKROCK E T F TRUST,,56669,4,09290C80,2021-12-16,2023-12-29,2.0,2021-12-16,2023-12-29
21899,22442,2021-12-08,2023-12-29,73,4,6726,09661T83,BKCI,B N Y MELLON E T F TRUST,,57058,4,09661T83,2021-12-08,2023-12-29,2.0,2021-12-08,2023-12-29
21900,22443,2021-12-15,2023-12-29,73,4,6726,09661T86,BKUS,B N Y MELLON E T F TRUST,,57058,4,09661T86,2021-12-15,2023-12-29,2.0,2021-12-15,2023-12-29
21901,22444,2021-12-15,2023-12-29,73,4,6726,09661T87,BKIS,B N Y MELLON E T F TRUST,,57058,4,09661T87,2021-12-15,2023-12-29,2.0,2021-12-15,2023-12-29
21906,22446,2021-12-15,2023-12-29,73,4,6726,09661T88,BKES,B N Y MELLON E T F TRUST,,57058,4,09661T88,2021-12-15,2023-12-29,2.0,2021-12-15,2023-12-29
21907,22447,2021-12-27,2023-12-29,11,1,6799,20607V10,CNDB,CONCORD ACQUISITION CORP III,A,59000,1,20607V10,2021-12-27,2023-12-29,2.0,2021-12-27,2023-12-29
21908,22448,2021-12-09,2023-04-21,73,4,6726,25460G42,MSGR,DIREXION SHARES E T F TRUST,,53101,4,25460G42,2021-12-09,2023-04-21,2.0,2021-12-09,2023-04-21
21909,22449,2021-12-16,2023-04-21,73,4,6726,25460G46,MNM,DIREXION SHARES E T F TRUST,,53101,4,25460G46,2021-12-16,2023-04-21,2.0,2021-12-16,2023-04-21
21910,22450,2021-12-16,2023-04-21,73,4,6726,25460G47,SWAR,DIREXION SHARES E T F TRUST,,53101,4,25460G47,2021-12-16,2023-04-21,2.0,2021-12-16,2023-04-21
21911,22451,2021-12-09,2023-12-29,73,4,6726,26922B40,RITA,E T F SERIES SOLUTIONS,,54066,4,26922B40,2021-12-09,2023-12-29,2.0,2021-12-09,2023-12-29
21912,22452,2021-12-17,2023-12-29,73,4,6726,26922B74,NTKI,E T F SERIES SOLUTIONS,,54066,4,26922B74,2021-12-17,2023-12-29,2.0,2021-12-17,2023-12-29
21916,22454,2021-12-17,2023-12-29,73,4,6726,26922B75,NDJI,E T F SERIES SOLUTIONS,,54066,4,26922B75,2021-12-17,2023-12-29,2.0,2021-12-17,2023-12-29
21917,22455,2021-12-17,2023-12-29,73,4,6726,26922B76,NSPI,E T F SERIES SOLUTIONS,,54066,4,26922B76,2021-12-17,2023-12-29,2.0,2021-12-17,2023-12-29
21918,22456,2021-12-02,2023-02-27,73,4,6726,26922B81,NFTZ,E T F SERIES SOLUTIONS,,54066,4,26922B81,2021-12-02,2023-02-27,2.0,2021-12-02,2023-02-27
21919,22457,2021-12-21,2023-12-29,73,4,6726,26923N70,KDRN,E T F OPPORTUNITIES TRUST,,57381,4,26923N70,2021-12-21,2023-12-29,2.0,2021-12-21,2023-12-29
21920,22458,2021-12-07,2023-12-29,73,4,6726,26923N80,WLTG,E T F OPPORTUNITIES TRUST,,57381,4,26923N80,2021-12-07,2023-12-29,2.0,2021-12-07,2023-12-29
21921,22459,2021-12-23,2023-12-29,73,5,6726,26923N87,CVAR,E T F OPPORTUNITIES TRUST,,57381,5,26923N87,2021-12-23,2023-12-29,2.0,2021-12-23,2023-12-29
21922,22460,2021-12-16,2023-02-13,73,4,6726,26923N88,UBCB,E T F OPPORTUNITIES TRUST,,57381,4,26923N88,2021-12-16,2023-02-13,2.0,2021-12-16,2023-02-13
21929,22462,2021-12-17,2023-12-29,73,4,6726,31423L10,FCSH,FEDERATED HERMES E T F TRUST,,59030,4,31423L10,2021-12-17,2023-12-29,2.0,2021-12-17,2023-12-29
21930,22463,2021-12-17,2023-12-29,73,4,6726,31423L20,FHYS,FEDERATED HERMES E T F TRUST,,59030,4,31423L20,2021-12-17,2023-12-29,2.0,2021-12-17,2023-12-29
21931,22464,2021-12-20,2023-12-29,73,5,6726,33740U78,XDEC,FIRST TRUST E T F VIII,,55693,5,33740U78,2021-12-20,2023-12-29,2.0,2021-12-20,2023-12-29
21932,22465,2021-12-14,2023-12-29,11,2,5149,35804X10,VINE,FRESH VINE WINE INC,,59031,2,35804X10,2021-12-14,2023-12-29,2.0,2021-12-14,2023-12-29
21933,22466,2021-12-09,2023-12-29,73,4,6726,37960A88,VNAM,GLOBAL X FUNDS,,53120,4,37960A88,2021-12-09,2023-12-29,2.0,2021-12-09,2023-12-29
21934,22467,2021-12-15,2023-12-29,73,5,6726,38149W74,GPAL,GOLDMAN SACHS E T F TRUST,,55415,5,38149W74,2021-12-15,2023-12-29,2.0,2021-12-15,2023-12-29
21935,22468,2021-12-02,2023-12-29,73,4,6726,41151J30,INNO,HARBOR E T F TRUST,,58761,4,41151J30,2021-12-02,2023-12-29,2.0,2021-12-02,2023-12-29
21936,22469,2021-12-21,2023-12-29,73,4,6726,45409F77,MMCA,INDEXIQ ACTIVE E T F TRUST,,56109,4,45409F77,2021-12-21,2023-12-29,2.0,2021-12-21,2023-12-29
21937,22470,2021-12-10,2022-11-11,11,1,6799,45617P10,AXH,INDUSTRIAL HUMAN CAPITAL INC,,58795,1,45617P10,2021-12-10,2022-11-11,2.0,2021-12-10,2022-11-11
21938,22471,2021-12-30,2023-12-29,73,4,6726,46141T11,PPI,INVESTMENT MANAGERS SERIES TR II,,59239,4,46141T11,2021-12-30,2023-12-29,2.0,2021-12-30,2023-12-29
21939,22472,2021-12-14,2023-12-29,73,4,6726,46641Q14,TEMP,J P MORGAN E T F TRUST,,54917,4,46641Q14,2021-12-14,2023-12-29,2.0,2021-12-14,2023-12-29
21940,22473,2021-12-15,2023-12-29,73,4,6726,47804J77,JHPI,JOHN HANCOCK E T F TRUST,,55416,4,47804J77,2021-12-15,2023-12-29,2.0,2021-12-15,2023-12-29
